User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Patrick Murray","Evelyn Thomas",Carer,"2021-09-04 01:00:52",129,Incoming,93
"Patrick Murray","Summer Wright",Carer,"2021-09-19 06:22:03",298,Incoming,30
"Patrick Murray","Harvey Edwards",Nurse,"2021-10-13 02:51:41",971,Outgoing,100
"Patrick Murray","Jamie Mason",Nurse,"2021-08-26 04:22:43",423,Outgoing,67
"Patrick Murray","Summer Wright",Carer,"2021-09-25 04:26:10",326,Outgoing,73
"Patrick Murray","Graham Harris",Nurse,"2021-10-13 07:55:53",222,Incoming,59
"Patrick Murray","Nathan Bell",Nurse,"2021-09-10 09:29:48",954,Outgoing,28
"Patrick Murray","Grace Walker",Nurse,"2021-08-25 08:40:23",96,Incoming,7
"Patrick Murray","Jamie Mason",Nurse,"2021-09-09 02:06:07",415,Outgoing,82
"Patrick Murray","Barry Mason",Nurse,"2021-08-31 05:59:33",706,Incoming,20
"Patrick Murray","Jake Young",Nurse,"2021-09-10 08:41:24",337,Incoming,29
"Patrick Murray","Charlotte Harris",Carer,"2021-08-21 11:18:09",582,Incoming,64
"Patrick Murray","Mike Scott",Carer,"2021-10-04 12:42:44",136,Incoming,86
"Patrick Murray","Kirsten Green",Carer,"2021-10-01 08:35:46",329,Incoming,99
"Patrick Murray","Joanne Ross",Nurse,"2021-08-17 06:01:20",945,Outgoing,40
"Patrick Murray","Jason Kennedy",Carer,"2021-08-26 02:06:58",856,Outgoing,35
"Patrick Murray","Benjamin Murphy",Carer,"2021-10-10 08:05:37",150,Incoming,34
"Patrick Murray","Sonia Griffiths",Nurse,"2021-09-17 09:25:56",622,Outgoing,42
"Patrick Murray","Elizabeth Jones",Nurse,"2021-09-25 09:39:27",660,Outgoing,78
"Patrick Murray","Paula Stevens",Carer,"2021-10-04 04:56:35",392,Outgoing,89
"Patrick Murray","Erin Roberts",Nurse,"2021-08-28 07:58:49",182,Outgoing,6
"Patrick Murray","Mohammed Collins",Nurse,"2021-08-20 11:56:14",37,Outgoing,54
"Patrick Murray","Yvonne Gray",Nurse,"2021-09-03 03:57:30",172,Outgoing,25
"Patrick Murray","Kimberly Adams",Carer,"2021-10-08 04:47:45",365,Outgoing,87
"Patrick Murray","Elliott Kelly",Nurse,"2021-09-01 01:38:31",379,Incoming,98
"Patrick Murray","Beth Clark",Carer,"2021-08-16 06:17:06",243,Outgoing,78
"Patrick Murray","Tara Watson",Nurse,"2021-09-17 05:33:32",453,Incoming,24
"Patrick Murray","Vicky Hughes",Carer,"2021-10-05 09:26:54",518,Outgoing,94
"Patrick Murray","Zoe Wilkinson",Nurse,"2021-08-21 06:29:43",711,Outgoing,40
"Patrick Murray","Steve Saunders",Carer,"2021-09-25 09:11:12",345,Incoming,71
"Patrick Murray","Becky Richardson",Carer,"2021-08-23 04:35:41",654,Outgoing,0
"Patrick Murray","Chris Davis",Carer,"2021-10-06 10:54:05",226,Outgoing,44
"Patrick Murray","Gordon Kelly",Nurse,"2021-09-12 04:26:13",777,Incoming,14
"Patrick Murray","Finley Hughes",Nurse,"2021-08-20 08:32:42",600,Incoming,27
"Patrick Murray","Francesca Fox",Carer,"2021-09-06 05:57:13",136,Outgoing,87
"Patrick Murray","Carole Hall",Carer,"2021-09-20 09:20:33",225,Incoming,83
"Patrick Murray","George Anderson",Nurse,"2021-10-11 04:13:07",447,Outgoing,93
"Patrick Murray","Sienna Campbell",Carer,"2021-08-21 03:48:40",645,Outgoing,88
"Patrick Murray","Barry Mason",Nurse,"2021-08-17 08:47:27",829,Incoming,52
"Patrick Murray","Sonia Young",Nurse,"2021-09-25 02:57:24",572,Incoming,71
"Patrick Murray","Joseph Murray",Carer,"2021-10-07 08:23:05",142,Incoming,81
"Patrick Murray","Joseph Murray",Carer,"2021-09-15 01:05:18",585,Incoming,91
"Patrick Murray","Gavin Knight",Carer,"2021-10-13 09:19:45",409,Incoming,9
"Patrick Murray","Tyler Miller",Carer,"2021-08-31 07:26:48",436,Outgoing,70
"Patrick Murray","Evie Bailey",Carer,"2021-10-08 08:11:37",584,Outgoing,64
"Patrick Murray","Carole Hall",Carer,"2021-09-22 01:02:27",228,Incoming,68
"Patrick Murray","Beth Clark",Carer,"2021-09-01 12:18:02",751,Outgoing,48
"Patrick Murray","Yvonne Gray",Nurse,"2021-09-03 10:11:54",227,Outgoing,86
"Patrick Murray","Barry Mason",Nurse,"2021-09-08 03:54:27",21,Incoming,74
"Patrick Murray","Mike Scott",Carer,"2021-09-30 04:41:25",609,Outgoing,14
"Patrick Murray","Tara Watson",Nurse,"2021-09-11 11:03:55",81,Incoming,85
"Patrick Murray","Yvonne Gray",Nurse,"2021-09-10 10:38:20",219,Outgoing,39
"Patrick Murray","Benjamin Murphy",Carer,"2021-09-15 12:51:39",536,Incoming,8
"Patrick Murray","Lucas Wilson",Carer,"2021-08-30 04:30:51",98,Outgoing,73
"Patrick Murray","Ray Graham",Carer,"2021-10-10 11:16:15",456,Outgoing,53
"Patrick Murray","Grace Walker",Nurse,"2021-09-13 09:21:21",216,Outgoing,82
"Patrick Murray","Millie Cooper",Carer,"2021-08-26 05:53:22",616,Incoming,6
"Patrick Murray","Ray Graham",Carer,"2021-10-07 02:14:15",592,Outgoing,4
"Patrick Murray","Max Butler",Nurse,"2021-09-27 12:04:40",654,Incoming,75
"Patrick Murray","Tara Watson",Nurse,"2021-09-29 11:14:39",440,Outgoing,39
"Patrick Murray","Tyler Miller",Carer,"2021-09-09 12:40:54",246,Outgoing,2
"Patrick Murray","Steve Saunders",Carer,"2021-09-06 10:51:04",650,Incoming,80
"Patrick Murray","Stefan James",Nurse,"2021-08-29 05:32:19",924,Incoming,66
"Patrick Murray","Evie Bailey",Carer,"2021-10-01 02:07:26",626,Incoming,91
"Patrick Murray","George Anderson",Nurse,"2021-10-03 06:14:12",188,Incoming,45
"Patrick Murray","Elizabeth Jones",Nurse,"2021-09-11 03:25:18",627,Incoming,16
"Patrick Murray","Becky Griffiths",Carer,"2021-08-26 03:03:26",414,Incoming,83
"Patrick Murray","Sonia Young",Nurse,"2021-08-22 07:30:53",443,Incoming,26
"Patrick Murray","Sasha Cox",Nurse,"2021-10-04 09:21:26",728,Incoming,21
"Patrick Murray","Summer Wright",Carer,"2021-09-18 11:38:46",998,Incoming,82
"Patrick Murray","Reece Phillips",Nurse,"2021-09-12 06:41:19",958,Outgoing,42
"Patrick Murray","Alexandra Hughes",Nurse,"2021-08-20 05:13:46",459,Incoming,88
"Patrick Murray","Reece Gray",Nurse,"2021-09-01 10:36:53",899,Incoming,73
"Patrick Murray","Jessica Lewis",Nurse,"2021-09-06 11:03:12",2,Outgoing,87
"Patrick Murray","Laura White",Carer,"2021-10-14 04:52:09",569,Outgoing,16
"Patrick Murray","Sonia Young",Nurse,"2021-08-18 09:17:16",924,Incoming,88
"Patrick Murray","Elizabeth Jones",Nurse,"2021-08-15 06:40:41",570,Outgoing,71
"Patrick Murray","Suzanne Marshall",Nurse,"2021-10-03 02:22:22",416,Incoming,53
"Patrick Murray","Ray Graham",Carer,"2021-10-02 02:07:32",962,Incoming,11
"Patrick Murray","Lilly Stewart",Carer,"2021-08-29 10:52:52",582,Outgoing,0
"Patrick Murray","Millie Cooper",Carer,"2021-08-26 03:22:53",718,Outgoing,66
"Patrick Murray","Sasha Cox",Nurse,"2021-09-12 07:02:03",146,Outgoing,16
"Patrick Murray","Francesca Fox",Carer,"2021-10-11 01:22:44",973,Incoming,11
"Patrick Murray","Sonia Griffiths",Nurse,"2021-09-09 03:26:00",590,Incoming,16
"Patrick Murray","Harrison Patel",Carer,"2021-08-18 04:51:50",746,Outgoing,68
"Patrick Murray","George Anderson",Nurse,"2021-10-07 05:40:07",914,Incoming,85
"Patrick Murray","Reece Gray",Nurse,"2021-08-17 07:25:10",516,Outgoing,95
"Patrick Murray","Lilly Stewart",Carer,"2021-10-04 12:50:12",326,Outgoing,33
"Patrick Murray","Vicky Hughes",Carer,"2021-10-07 03:36:32",615,Incoming,47
"Patrick Murray","Elizabeth Jones",Nurse,"2021-09-06 04:42:53",32,Incoming,33
"Patrick Murray","Emma King",Nurse,"2021-09-15 09:46:45",287,Outgoing,29
"Patrick Murray","Emma Harrison",Carer,"2021-09-23 12:53:09",543,Outgoing,97
"Patrick Murray","Finley Hughes",Nurse,"2021-10-14 02:03:52",931,Incoming,40
"Patrick Murray","Ian Davies",Carer,"2021-10-12 03:19:01",217,Incoming,18
"Patrick Murray","Sonia Young",Nurse,"2021-09-30 01:05:40",553,Incoming,35
"Patrick Murray","Sienna Campbell",Carer,"2021-08-20 11:35:54",18,Outgoing,41
"Patrick Murray","Steve Saunders",Carer,"2021-08-18 07:03:34",950,Outgoing,98
"Patrick Murray","Reece Hill",Nurse,"2021-09-03 09:08:13",921,Outgoing,82
"Patrick Murray","Kieran Wood",Carer,"2021-09-23 02:01:16",735,Outgoing,30
"Patrick Murray","Gavin Knight",Carer,"2021-10-04 08:46:41",353,Outgoing,1
"Patrick Murray","Dale Carter",Carer,"2021-09-17 03:35:09",776,Incoming,39
"Patrick Murray","Peter Hughes",Nurse,"2021-09-27 04:36:01",571,Outgoing,71
"Patrick Murray","Reece Gray",Nurse,"2021-09-20 12:24:15",833,Outgoing,86
"Patrick Murray","Rowena Stevens",Carer,"2021-10-14 12:53:38",410,Incoming,32
"Patrick Murray","Jessica Lewis",Nurse,"2021-09-08 07:16:08",27,Outgoing,27
"Patrick Murray","Francesca Fox",Carer,"2021-09-03 10:40:10",213,Outgoing,39
"Patrick Murray","Quentin Morgan",Nurse,"2021-09-21 04:01:59",569,Incoming,69
"Patrick Murray","Abbie Holmes",Nurse,"2021-08-18 04:51:25",623,Outgoing,47
"Patrick Murray","Summer Wright",Carer,"2021-09-04 01:49:40",766,Outgoing,88
"Patrick Murray","Muhammad Gray",Carer,"2021-09-16 02:38:25",999,Incoming,89
"Patrick Murray","Tara Watson",Nurse,"2021-09-10 12:38:43",10,Incoming,37
"Patrick Murray","Mary Taylor",Nurse,"2021-09-29 08:40:38",891,Incoming,46
"Patrick Murray","Tony Ross",Nurse,"2021-10-10 02:45:32",34,Incoming,61
"Patrick Murray","Grace Walker",Nurse,"2021-09-09 10:31:06",937,Incoming,26
"Patrick Murray","Peter Hughes",Nurse,"2021-09-26 05:40:42",410,Outgoing,40
"Patrick Murray","Samantha Reid",Carer,"2021-10-02 02:46:36",528,Incoming,46
"Patrick Murray","Rowena Stevens",Carer,"2021-09-10 06:19:04",559,Outgoing,30
"Patrick Murray","Ryan Turner",Carer,"2021-08-19 09:43:10",411,Incoming,83
"Patrick Murray","Finley Hughes",Nurse,"2021-09-26 11:36:49",89,Outgoing,44
"Patrick Murray","Tyler Miller",Carer,"2021-09-11 04:03:06",791,Outgoing,57
"Patrick Murray","Becky Richardson",Carer,"2021-09-29 06:22:14",919,Outgoing,13
"Patrick Murray","Ray Graham",Carer,"2021-08-19 07:11:02",125,Outgoing,63
"Patrick Murray","Kieran Wood",Carer,"2021-08-17 07:08:42",848,Incoming,6
"Patrick Murray","Elliott Griffiths",Carer,"2021-08-20 03:55:13",722,Outgoing,0
"Patrick Murray","Reece Gray",Nurse,"2021-08-26 08:26:14",893,Incoming,42
"Patrick Murray","Stefan James",Nurse,"2021-10-03 02:21:06",407,Incoming,7
"Patrick Murray","Elliott Griffiths",Carer,"2021-09-06 08:35:20",366,Incoming,50
"Patrick Murray","Reece Gray",Nurse,"2021-09-25 08:15:52",791,Outgoing,15
"Patrick Murray","Reece Phillips",Nurse,"2021-08-18 05:27:53",924,Incoming,57
"Patrick Murray","Tyler Miller",Carer,"2021-10-06 03:07:56",54,Incoming,3
"Patrick Murray","Tara Watson",Nurse,"2021-08-30 11:23:35",557,Outgoing,45
"Patrick Murray","Tara Watson",Nurse,"2021-08-17 11:23:38",608,Incoming,77
"Patrick Murray","Graham Harris",Nurse,"2021-09-11 02:06:19",112,Incoming,39
"Patrick Murray","Peter Hughes",Nurse,"2021-09-27 07:42:11",974,Incoming,37
"Patrick Murray","Elliott Kelly",Nurse,"2021-09-13 05:53:53",641,Outgoing,42
"Patrick Murray","Suzanne Marshall",Nurse,"2021-08-31 06:38:16",265,Outgoing,34
"Patrick Murray","Zoe Wilkinson",Nurse,"2021-09-22 09:51:33",27,Incoming,95
"Patrick Murray","Erin Roberts",Nurse,"2021-08-30 05:13:27",351,Outgoing,2
"Patrick Murray","Alexa Watson",Carer,"2021-08-26 02:32:32",666,Incoming,98
"Patrick Murray","Jasmine Mitchell",Nurse,"2021-09-22 11:33:55",473,Incoming,25
"Patrick Murray","Elsie Rogers",Nurse,"2021-09-03 03:03:29",140,Incoming,66
"Patrick Murray","Benjamin Murphy",Carer,"2021-10-07 08:33:17",358,Incoming,59
"Patrick Murray","Finley Hughes",Nurse,"2021-09-14 04:19:02",250,Outgoing,30
"Patrick Murray","Benjamin Murphy",Carer,"2021-09-15 08:47:27",60,Outgoing,100
"Patrick Murray","Evelyn Thomas",Carer,"2021-10-03 11:57:24",187,Incoming,94
"Patrick Murray","Ryan Turner",Carer,"2021-08-16 06:05:31",843,Incoming,69
"Patrick Murray","Aiden Hunt",Nurse,"2021-10-02 03:49:54",225,Outgoing,100
"Patrick Murray","Tyler Hughes",Carer,"2021-10-02 01:53:04",566,Incoming,2
"Patrick Murray","Elliott Kelly",Nurse,"2021-09-15 07:01:25",68,Outgoing,21
"Patrick Murray","Gordon Shaw",Nurse,"2021-09-18 03:14:28",823,Outgoing,38
"Patrick Murray","Emma Harrison",Carer,"2021-10-14 06:27:22",274,Incoming,21
"Patrick Murray","Ryan Graham",Carer,"2021-09-10 04:30:23",744,Outgoing,24
"Patrick Murray","Kirsten Green",Carer,"2021-09-14 02:16:45",588,Incoming,35
"Patrick Murray","Bruce James",Nurse,"2021-08-19 04:32:24",227,Incoming,48
"Patrick Murray","Elliott Griffiths",Carer,"2021-09-30 04:04:31",70,Outgoing,96
"Patrick Murray","Jessica Lewis",Nurse,"2021-09-02 08:08:14",871,Outgoing,37
"Patrick Murray","Zoe Wilkinson",Nurse,"2021-10-12 02:53:55",4,Incoming,88
"Patrick Murray","Erin Roberts",Nurse,"2021-10-09 10:10:19",856,Incoming,18
"Patrick Murray","Summer Wright",Carer,"2021-10-12 04:33:10",448,Incoming,82
"Patrick Murray","Tara Watson",Nurse,"2021-08-28 04:01:08",179,Outgoing,60
"Patrick Murray","Max Butler",Nurse,"2021-09-06 02:22:42",29,Outgoing,56
"Patrick Murray","Alexa Watson",Carer,"2021-09-27 05:53:49",329,Outgoing,43
"Patrick Murray","Gordon Shaw",Nurse,"2021-10-01 11:25:25",400,Outgoing,36
"Patrick Murray","Emma King",Nurse,"2021-09-15 02:53:35",199,Outgoing,63
"Patrick Murray","Francesca Fox",Carer,"2021-10-03 04:17:52",290,Outgoing,76
"Patrick Murray","Jessica Lewis",Nurse,"2021-09-18 10:54:02",627,Incoming,36
"Patrick Murray","Kieran Wood",Carer,"2021-09-04 07:00:07",597,Outgoing,2
"Patrick Murray","Millie Cooper",Carer,"2021-09-30 07:35:13",314,Incoming,63
"Patrick Murray","Joanne Ross",Nurse,"2021-09-19 02:42:13",398,Outgoing,36
"Patrick Murray","Emma King",Nurse,"2021-10-04 09:00:08",720,Incoming,99
"Patrick Murray","Quentin Morgan",Nurse,"2021-09-29 12:53:54",307,Incoming,24
"Patrick Murray","Mike Scott",Carer,"2021-08-25 12:26:34",366,Incoming,12
"Patrick Murray","Andrew Wood",Carer,"2021-08-24 09:49:56",685,Outgoing,82
"Patrick Murray","Gordon Shaw",Nurse,"2021-10-02 05:35:59",373,Incoming,50
"Patrick Murray","Graham Harris",Nurse,"2021-10-08 10:06:52",652,Incoming,26
"Patrick Murray","Kieran Wood",Carer,"2021-09-06 10:32:25",877,Incoming,60
"Patrick Murray","Christopher Khan",Carer,"2021-10-10 06:18:55",379,Outgoing,73
"Patrick Murray","Erin Roberts",Nurse,"2021-10-09 10:43:28",908,Incoming,7
"Patrick Murray","Quentin Collins",Nurse,"2021-10-05 08:39:20",914,Incoming,99
"Patrick Murray","Aiden Hunt",Nurse,"2021-10-06 11:42:17",703,Outgoing,68
"Patrick Murray","Tony Ross",Nurse,"2021-09-24 03:06:09",857,Outgoing,74
"Patrick Murray","Jackson Jones",Carer,"2021-10-05 06:26:01",68,Outgoing,22
"Patrick Murray","Emma King",Nurse,"2021-10-05 05:25:07",615,Incoming,44
"Patrick Murray","Elliott Griffiths",Carer,"2021-09-19 01:28:34",183,Incoming,71
"Patrick Murray","Reece Hill",Nurse,"2021-09-12 11:48:34",702,Incoming,47
"Patrick Murray","Vicky Hughes",Carer,"2021-09-12 10:26:03",368,Incoming,38
"Patrick Murray","Harvey Edwards",Nurse,"2021-10-09 11:04:52",713,Outgoing,3
"Patrick Murray","Elizabeth Jones",Nurse,"2021-09-20 10:56:44",949,Outgoing,87
"Patrick Murray","Carole Hall",Carer,"2021-09-18 11:35:44",370,Outgoing,14
"Patrick Murray","Grace Walker",Nurse,"2021-08-18 11:01:25",34,Incoming,95
"Patrick Murray","Vicky Hughes",Carer,"2021-09-14 06:21:31",903,Incoming,58
"Patrick Murray","Yvonne Gray",Nurse,"2021-08-24 09:59:12",249,Incoming,5
"Patrick Murray","Jason Kennedy",Carer,"2021-10-08 10:45:30",538,Incoming,65
"Patrick Murray","Andrew Wood",Carer,"2021-10-06 11:30:07",288,Incoming,93
"Patrick Murray","Quentin Collins",Nurse,"2021-09-19 12:45:06",61,Incoming,68
"Patrick Murray","Grace Walker",Nurse,"2021-08-29 02:18:10",459,Outgoing,68
"Patrick Murray","George Anderson",Nurse,"2021-09-17 09:38:48",221,Outgoing,56
"Patrick Murray","Max Butler",Nurse,"2021-10-09 04:42:50",555,Outgoing,59
"Patrick Murray","Imogen Bell",Nurse,"2021-09-20 07:27:26",938,Outgoing,50
"Patrick Murray","Samantha Reid",Carer,"2021-09-12 06:24:04",4,Outgoing,6
"Patrick Murray","Evie Bailey",Carer,"2021-09-13 01:52:36",753,Incoming,1
"Patrick Murray","Vicky Hughes",Carer,"2021-08-21 02:36:03",151,Incoming,89
"Patrick Murray","Becky Griffiths",Carer,"2021-09-16 06:13:16",352,Outgoing,45
"Patrick Murray","Lilly Stewart",Carer,"2021-09-24 02:20:10",428,Outgoing,69
"Patrick Murray","Emma King",Nurse,"2021-09-23 03:05:41",480,Outgoing,32
"Patrick Murray","Abbie Holmes",Nurse,"2021-10-08 03:19:37",198,Incoming,12
"Patrick Murray","Charlotte Harris",Carer,"2021-10-09 06:56:44",673,Outgoing,36
"Patrick Murray","Reece Hill",Nurse,"2021-09-23 01:35:57",727,Incoming,11
"Patrick Murray","Karl Davis",Nurse,"2021-09-02 09:52:28",671,Incoming,50
"Patrick Murray","Paula Stevens",Carer,"2021-08-16 05:21:58",407,Outgoing,37
"Patrick Murray","Evelyn Thomas",Carer,"2021-08-16 03:24:30",242,Outgoing,58
"Patrick Murray","Zoe Wilkinson",Nurse,"2021-09-01 10:56:46",385,Outgoing,22
"Patrick Murray","Adrian Ross",Carer,"2021-09-01 05:06:33",275,Incoming,52
"Patrick Murray","Jackson Jones",Carer,"2021-09-23 05:20:57",176,Incoming,14
"Patrick Murray","Sasha Cox",Nurse,"2021-10-13 10:59:49",459,Outgoing,48
"Patrick Murray","Jake Young",Nurse,"2021-09-26 02:57:41",365,Incoming,41
"Patrick Murray","Tara Watson",Nurse,"2021-09-06 12:32:28",798,Outgoing,31
"Patrick Murray","Lucas Wilson",Carer,"2021-08-20 06:51:38",297,Incoming,51
"Patrick Murray","Steve Saunders",Carer,"2021-08-16 09:40:11",420,Incoming,51
"Patrick Murray","Christopher Baker",Nurse,"2021-09-15 03:06:43",103,Outgoing,7
"Patrick Murray","Michael Collins",Carer,"2021-09-20 10:30:55",114,Outgoing,19
"Patrick Murray","Suzanne Marshall",Nurse,"2021-10-05 09:18:25",8,Incoming,1
"Patrick Murray","Reece Phillips",Nurse,"2021-10-12 05:43:37",3162,Incoming,10
"Patrick Murray","Suzanne Allen",Nurse,"2021-10-15 12:03:38",3415,Outgoing,95
"Patrick Murray","Max Butler",Nurse,"2021-10-15 11:50:57",6084,Outgoing,14
"Patrick Murray","Zachary Wilkinson",Carer,"2021-10-12 07:57:15",5999,Incoming,100
"Patrick Murray","Benjamin Murphy",Carer,"2021-10-17 02:28:13",4372,Incoming,45
"Patrick Murray","Benjamin Murphy",Carer,"2021-10-16 12:55:43",849,Outgoing,49
"Patrick Murray","Christopher Khan",Carer,"2021-10-15 10:16:26",8548,Incoming,51
"Patrick Murray","Rowena Stevens",Carer,"2021-10-11 07:33:58",3315,Incoming,27
"Patrick Murray","Paula Stevens",Carer,"2021-10-10 08:15:05",9080,Outgoing,53
"Patrick Murray","Suzanne Allen",Nurse,"2021-10-14 02:12:08",3410,Incoming,61
"Patrick Murray","Graham Harris",Nurse,"2021-10-15 09:55:00",6834,Outgoing,46
"Patrick Murray","Donna Robinson",Carer,"2021-10-15 07:14:54",2465,Incoming,74
"Patrick Murray","Stefan James",Nurse,"2021-10-13 09:46:22",342,Incoming,76
"Patrick Murray","Benjamin Murphy",Carer,"2021-10-13 11:35:07",2527,Incoming,32
"Patrick Murray","Andrew Wood",Carer,"2021-10-17 01:39:33",8028,Incoming,4
"Patrick Murray","Christopher Khan",Carer,"2021-10-08 12:03:13",9627,Outgoing,46
"Patrick Murray","Imogen Bell",Nurse,"2021-10-08 03:10:06",844,Incoming,6
"Patrick Murray","Tyler Miller",Carer,"2021-10-13 03:31:48",9019,Outgoing,15
"Patrick Murray","Joel Palmer",Carer,"2021-10-10 08:20:50",7067,Outgoing,62
"Patrick Murray","Alexa Watson",Carer,"2021-10-11 11:28:46",2051,Outgoing,34
"Patrick Murray","Reece Phillips",Nurse,"2021-10-17 01:07:50",8068,Incoming,32
"Patrick Murray","Adrian Ross",Carer,"2021-10-16 05:08:08",9320,Incoming,91
"Patrick Murray","Evelyn Thomas",Carer,"2021-10-14 06:55:05",9886,Incoming,97
"Patrick Murray","Kirsten Green",Carer,"2021-10-09 09:35:04",6512,Outgoing,43
"Patrick Murray","Paula Stevens",Carer,"2021-10-11 06:22:34",9613,Incoming,19
"Patrick Murray","Ryan Graham",Carer,"2021-10-11 06:41:09",1673,Incoming,82
"Patrick Murray","Ross Owen",Nurse,"2021-10-14 11:37:41",4635,Outgoing,15
"Patrick Murray","Quentin Morgan",Nurse,"2021-10-09 07:30:01",2472,Incoming,5
"Patrick Murray","Harvey Edwards",Nurse,"2021-10-17 10:45:10",402,Incoming,16
"Patrick Murray","Rowena Stevens",Carer,"2021-10-13 07:03:20",779,Incoming,14
"Patrick Murray","Kieran Wood",Carer,"2021-10-09 02:35:31",6356,Incoming,6
"Patrick Murray","Aiden Hunt",Nurse,"2021-10-12 10:39:48",123,Incoming,59
"Patrick Murray","Tyler Miller",Carer,"2021-10-08 12:46:14",9493,Outgoing,87
"Patrick Murray","Paula Stevens",Carer,"2021-10-10 06:49:29",5400,Outgoing,32
"Patrick Murray","Andrew Wood",Carer,"2021-10-10 06:53:53",2983,Outgoing,52
"Patrick Murray","Alexa Watson",Carer,"2021-10-15 11:47:26",7401,Incoming,79
"Patrick Murray","Kimberly Adams",Carer,"2021-10-09 11:34:58",4377,Outgoing,81
"Patrick Murray","Tony Ross",Nurse,"2021-10-14 06:06:40",6625,Outgoing,30
"Patrick Murray","Reece Phillips",Nurse,"2021-10-14 10:49:09",6683,Incoming,21
"Patrick Murray","Lucas Wilson",Carer,"2021-10-15 02:55:54",3853,Outgoing,22
"Patrick Murray","Kimberly Adams",Carer,"2021-10-16 07:09:15",9548,Outgoing,65
"Patrick Murray","Tony Ross",Nurse,"2021-10-13 05:06:03",3369,Incoming,54
"Patrick Murray","Mohammed Collins",Nurse,"2021-10-16 10:18:21",5561,Incoming,21
"Patrick Murray","Elsie Rogers",Nurse,"2021-10-12 02:29:10",2671,Incoming,14
"Patrick Murray","Emma King",Nurse,"2021-10-11 12:06:29",6880,Outgoing,99
"Patrick Murray","Mohammed Collins",Nurse,"2021-10-11 12:46:38",9071,Incoming,60
"Dominic Wilkinson","Jennifer Cooper",Carer,"2021-08-16 10:12:01",204,Incoming,63
"Dominic Wilkinson","Andrew Wood",Carer,"2021-08-20 01:20:44",389,Incoming,52
"Dominic Wilkinson","Lilly Stewart",Carer,"2021-09-09 06:43:37",211,Incoming,100
"Dominic Wilkinson","Karl Bell",Nurse,"2021-10-03 08:51:22",230,Incoming,20
"Dominic Wilkinson","Stefan James",Nurse,"2021-10-12 03:58:27",506,Incoming,24
"Dominic Wilkinson","Joseph Murray",Carer,"2021-08-31 05:16:50",560,Incoming,71
"Dominic Wilkinson","Dale Carter",Carer,"2021-09-24 08:05:23",948,Incoming,86
"Dominic Wilkinson","Lucas Wilson",Carer,"2021-09-05 09:21:12",230,Outgoing,33
"Dominic Wilkinson","Harvey Edwards",Nurse,"2021-10-13 02:44:56",996,Incoming,23
"Dominic Wilkinson","Quentin Morgan",Nurse,"2021-09-09 05:06:54",804,Incoming,57
"Dominic Wilkinson","Gordon Shaw",Nurse,"2021-08-31 02:32:45",509,Outgoing,24
"Dominic Wilkinson","Benjamin Murphy",Carer,"2021-09-29 07:38:36",50,Incoming,88
"Dominic Wilkinson","Karl Davis",Nurse,"2021-08-19 12:04:44",710,Incoming,58
"Dominic Wilkinson","Evie Bailey",Carer,"2021-09-06 06:00:13",888,Incoming,49
"Dominic Wilkinson","Karl Bell",Nurse,"2021-09-02 06:00:08",617,Outgoing,72
"Dominic Wilkinson","Suzanne Allen",Nurse,"2021-08-19 01:23:49",522,Incoming,77
"Dominic Wilkinson","Millie Cooper",Carer,"2021-09-07 07:05:00",699,Incoming,81
"Dominic Wilkinson","Graham Harris",Nurse,"2021-09-27 02:08:30",492,Outgoing,99
"Dominic Wilkinson","Tyler Miller",Carer,"2021-08-27 11:01:11",836,Outgoing,50
"Dominic Wilkinson","Carole Hall",Carer,"2021-08-19 02:59:57",195,Incoming,24
"Dominic Wilkinson","Jessica Lewis",Nurse,"2021-09-07 05:52:14",637,Outgoing,18
"Dominic Wilkinson","Christopher Baker",Nurse,"2021-09-19 10:41:47",670,Outgoing,61
"Dominic Wilkinson","Alexandra Hughes",Nurse,"2021-09-10 03:04:46",46,Incoming,83
"Dominic Wilkinson","Lizzie Smith",Carer,"2021-09-15 09:59:57",715,Incoming,76
"Dominic Wilkinson","Gavin Knight",Carer,"2021-09-11 01:18:38",486,Outgoing,73
"Dominic Wilkinson","George Anderson",Nurse,"2021-08-18 10:44:00",793,Outgoing,2
"Dominic Wilkinson","George Anderson",Nurse,"2021-09-02 06:19:36",150,Incoming,74
"Dominic Wilkinson","Kimberly Adams",Carer,"2021-09-30 07:43:27",352,Outgoing,28
"Dominic Wilkinson","Elizabeth Jones",Nurse,"2021-09-23 05:21:47",168,Incoming,23
"Dominic Wilkinson","Gordon Kelly",Nurse,"2021-08-27 03:28:54",709,Outgoing,30
"Dominic Wilkinson","Becky Griffiths",Carer,"2021-09-22 01:33:09",142,Outgoing,7
"Dominic Wilkinson","Erin Roberts",Nurse,"2021-08-18 02:47:21",390,Outgoing,79
"Dominic Wilkinson","Sasha Cox",Nurse,"2021-10-02 05:06:16",990,Incoming,72
"Dominic Wilkinson","Mike Scott",Carer,"2021-10-13 04:04:20",204,Outgoing,61
"Dominic Wilkinson","Evie Bailey",Carer,"2021-08-17 02:53:56",119,Incoming,6
"Dominic Wilkinson","Alexandra Hughes",Nurse,"2021-09-17 04:05:16",37,Outgoing,13
"Dominic Wilkinson","Tony Ross",Nurse,"2021-09-06 07:32:24",827,Outgoing,61
"Dominic Wilkinson","Imogen Bell",Nurse,"2021-10-12 04:25:27",688,Outgoing,95
